74,1,Aulacorthum solani,Field,NA,2.69,,2.69,,,149.68,,149.68,,Egg to adult generation time = nymph to adult,,Korea,35.7640878,128.2597577,5.7072644,7.7740458,E,Soybean,Forb/herb,N,Glycine,Fabaceae,NA,"Seasonal fluctuations in the population densities of Aulacorthum solani in soyabean fields in Korea Republic were investigated on different varieties, in plots sown on different dates and in different areas. Development was observed on leaves of soyabeans (variety Paldalkong) under different constant temperatures. Population densities of A. solani were significantly different on varieties Paldalkong and Baikunkong from the middle to the end of the soyabean growth period. Population densities in plots sown with variety Paldalkong on May 1 and 25 were greater than on those sown on June 20, but no significant differences were observed on variety Baikunkong. Population density on variety Paldalkong in the Unbong area, 455 m above sea level, was greater than in the Iri area, 5 m above sea level. Nymphal development periods at 10, 15, 20 and 25 deg C were 20.2, 13.4, 7.8 and 7.0 days, resp., and the emergence ratio at all temperatures was more than 97%, although no adults emerged at 30 deg C. Nymph production per female at 10, 15, 20, 25, 30 and 35 deg C was 41.8, 58.9, 78.9, 83.0, 25.4 and 2.5 individuals, resp. Adult longevity ranged from 4.2 days at 35 deg C to 52.5 days at 10 deg C.","Kim, D. H., G. H. Lee, et al. ",1991,"Occurrence aspects and ecological characteristics of the foxglove aphid, Aulacorthum solani Kaltenbach (Homoptera: Aphididae) in soybean. ","Research Reports of the Rural Development Administration, Crop Protection (Korea)",33,28-32,Hemiptera,Aphididae,Aulacorthum,solani,2.4,Body,Averaged: 1.8-3.0; Apterous:1.8-3.0; Alate:2.0-3.0,"Jandricic, Sarah Elizabeth. Investigations of the biology of the pest aphid Aulacorthum solani (Kaltenbach)(Hemiptera: Aphididae) and of biological control agents for control of multi-species aphid outbreaks in greenhouse floriculture crops. Cornell University, 2013. 10 pp.",6,herb,Y,N,"https://www.koppertus.com/challenges/pest-control/aphids/glasshouse-potato-aphid/?utm_term=redirect#:~:text=The%20glasshouse%20potato%20aphid%20(Aulacorthum,beans%2C%20aubergine%20and%20sometimes%20tomato.",0,Included
75,1,Aulocara elliotti,Lab,NA,,,16.3,,,,,,,,,"Three Forks, Montana",45.883934,-111.5576075,0.032245999999994,0.045867000000001,,Winter Rye and flaky wheat bran,Graminoid,N,NA,Poaceae,NA,"A study was conducted to examine the relationship between development rate and constant temperatures (14, 21, 24, 27, 33, 36, 40 and 45�?C) for the rangeland grasshoppers Melanoplus sanguinipes and Aulocara elliotti in Montana. Non-linear regression was used to generate estimates of lower development thresholds. The chosen model provided for a concave-shaped development rate function at temperatures above the lower threshold and required fewer parameters than previous models. Although experimental results suggested that no precise estimates of upper development thresholds could be obtained, previous field studies indicate that preferred body temperatures may be lower than ambient temperatures and probably are related in part to the thermoregulatory abilities of the 2 species studied. Results will be of interest to insect ecologists and those studying grasshopper biology as well as researchers and pest managers interested in predicting grasshopper development.","Kemp, W.P and Dennis, B",1989,Development of two rangeland grasshoppers at constant temperatures: development thresholds revisited.,Canadian Entomologist,121,363-371,Orthoptera,Acaridae,Aulocara,elliotti,25,Body,Female:30; Male:20,https://www.uwyo.edu/entomology/grasshoppers/colorado/fact-sheets/aulocara-elliotti.html,7,herb,Y,N,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.4096,0,Included
76,1,Autographa californica,Lab,NA,9.4,9.4,11.5,11.5,,,,,,,,"Oregon, USA",44.1420944,-120.58334375,4.3006008,8.24039450000001,E,Peppermint,Forb/herb,N,Mentha,Lamiaceae,Leaf,"The developmental threshold and thermal unit requirements from oviposition to adult emergence were determined for Autographa californica (Speyer). An average of 62.8 �� 5.0 day-degree above 9.4�?C was required for development from oviposition to larval enclosion. Larvae typically passed through 5 instars: however, at constant temperatures of 14 and 18�?C, 6 instars were observed. Development of larvae and pupae averaged 189.6 �� 9.3 and 13.2 day-degrees, respectively, above 11.5�?C. In general, 12.1% of the immature life cycle was spent in the egg stage, 55.8% in the larval stage and 32.1% in the pupal stage.","Miller, J. C., K. J. West, et al.",1984,Temperature requirements for development of Autographa californica (Lepidoptera: Noctuidae),Environmental Entomology,13, 593-594,Lepidoptera,Noctuidae,Autographa,californica,18.5,ForeWing,Averaged: 16-21,http://pnwmoths.biol.wwu.edu/browse/family-noctuidae/subfamily-plusiinae/tribe-plusiini/autographa/autographa-californica/,50,herb,Y,N,"https://bugguide.net/node/view/40188#:~:text=Adults%20fly%20from%20February%20to,early%20spring%20through%20late%20fall.&text=Larvae%20feed%20on%20leaves%20of,Eichlin%20%26%20Cunningham%2C%201978).",0,Included
77,1,Autographa gamma,NA,NA,8.6,8.6,5.9,8.9,,,,,,,no access,Could not find,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,-,"Dochkova, B.",1972,Some biological and ecological studies on Autographa gamma L. (Lepidoptera: Noctuidae),Plant Science,9,141-149,Lepidoptera,Noctuidae,Autographa,gamma,37.5,Wingspan,Averaged:35-40,https://ukmoths.org.uk/species/autographa-gamma,3,NA,NA,NA,"https://download.ceris.purdue.edu/file/3026#:~:text=Known%20Hosts&text=Hill%20(1987)%20states%20that%20tomato,Maceljski%20and%20Balarin%2C%201972).",0,Included
78,2,Bactericera cockerelli,Lab,NA,7.1,7.9,4.2,,98.1,310,,358,,,On potato,"Lincoln, Canterbury, New Zealand",-43.6396099,172.4860237,0.080000000000005,0.079999999999984,,Potato,Forb/herb,Subshrub,Solanum,Solanaceae,Plant,"The temperature-dependent development of tomato-potato psyllid (TPP), Bactericera cockerelli, was studied in the laboratory at seven constant temperatures (8, 10, 15, 20, 23, 27, 31�C) with relative humidity of 50-60% and a photoperiod of 16L: 8D h on leaves of whole potato and tomato plants. Developmental time in days for immature stages and total development (egg to adult) on both host species were inversely proportional to temperature between 8 and 27 �C but increased at 31 �C. One linear and two nonlinear models were fitted to the data. The lower developmental thresholds, calculated using the linear model for egg, total nymph, and total development (from oviposition to adult emergence) were 7.9, 4.2, and 7.1 �C (reared on potato) and 7.2, 5.3, and 7.5 �C (reared on tomato), respectively. The thermal constant (K) for total development was 358 (reared on potato), and 368 (reared on tomato) degree days (DD). Two nonlinear models, Briere and Lactin fit the data well as measured by goodness-of-fit criteria, the residual sum of square (RSS) and Akaike information criterion (AIC). Temperature threshold parameters for these nonlinear models (T0 , Topt , and Tmax ) were estimated for eggs, total nymphal stages, and total developmental time (egg to adult). The Briere model is recommended for predicting optimum and upper temperature thresholds, while the linear model provided the most sensible prediction of the lower temperature threshold. Results from this study will provide basic information on the biology of TPP and have potential for the development of predictive models of the seasonal progress of this invasive pest. ","Tran, L.",2012,"Population phenology, life table and forecasting models of tomato-potato psyllid (Bactericera cockerelli) and the efficiency of a selected natural enemy for its control ","PhD diss., Lincoln University",-,-,Hemiptera,Triozidae,Bactericera,cockerelli,2.625,Body,Averaged:2.5-2.75,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-6,37,herb,Y,N,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-19,0,Included
79,2,Bactericera cockerelli,Lab,NA,7.5,7.2,5.3,,107,309,,368,,,On tomato,"Lincoln, Canterbury, New Zealand",-43.6396099,172.4860237,0.080000000000005,0.079999999999984,,Tomato,Forb/herb,N,Solanum,Solanaceae,Plant,"The temperature-dependent development of tomato-potato psyllid (TPP), Bactericera cockerelli, was studied in the laboratory at seven constant temperatures (8, 10, 15, 20, 23, 27, 31�C) with relative humidity of 50-60% and a photoperiod of 16L: 8D h on leaves of whole potato and tomato plants. Developmental time in days for immature stages and total development (egg to adult) on both host species were inversely proportional to temperature between 8 and 27 �C but increased at 31 �C. One linear and two nonlinear models were fitted to the data. The lower developmental thresholds, calculated using the linear model for egg, total nymph, and total development (from oviposition to adult emergence) were 7.9, 4.2, and 7.1 �C (reared on potato) and 7.2, 5.3, and 7.5 �C (reared on tomato), respectively. The thermal constant (K) for total development was 358 (reared on potato), and 368 (reared on tomato) degree days (DD). Two nonlinear models, Briere and Lactin fit the data well as measured by goodness-of-fit criteria, the residual sum of square (RSS) and Akaike information criterion (AIC). Temperature threshold parameters for these nonlinear models (T0 , Topt , and Tmax ) were estimated for eggs, total nymphal stages, and total developmental time (egg to adult). The Briere model is recommended for predicting optimum and upper temperature thresholds, while the linear model provided the most sensible prediction of the lower temperature threshold. Results from this study will provide basic information on the biology of TPP and have potential for the development of predictive models of the seasonal progress of this invasive pest. ","Tran, L.",2012,"Population phenology, life table and forecasting models of tomato-potato psyllid (Bactericera cockerelli) and the efficiency of a selected natural enemy for its control ","PhD diss., Lincoln University",-,-,Hemiptera,Triozidae,Bactericera,cockerelli,2.625,Body,Averaged:2.5-2.75,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-6,37,herb,Y,N,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-19,0,Included
80,3,Bactericera cockerelli,Lab,NA,6.8,6.1,7,,96.8,257.1,,354.6,,,,"Weslaco, Texas, USA",26.17111645,-97.97568255,0.1494277,0.123238100000009,,Potato,Forb/herb,Subshrub,Solanum,Solanaceae,Leaf,"Bactericera cockerelli (Sulc) (Hemiptera: Triozidae) is a pest of potato ( Solanum tuberosum L.) that vectors the bacterium that putatively causes zebra chip disease in potatoes, ‘ Candidatus Liberibacter solanacearum.’ Zebra chip disease is managed by controlling populations of B. cockerelli in commercial potato fields. Lacking an integrated pest management strategy, growers have resorted to an intensive chemical control program that may be leading to insecticide-resistant B. cockerelli populations in south Texas and Mexico. To initiate the development of an integrated approach of controlling B. cockerelli , we used constant temperature studies, nonlinear and linear modeling, and field sampling data to determine and validate the degree day parameters for development of B. cockerelli infesting potato. Degree day model predictions for three different B. cockerelli life stages were tested against data collected from pesticide-free plots. The model was most accurate at predicting egg-to-egg and nymph-to-nymph peaks, with less accuracy in predicting adult-to-adult peaks. It is impractical to predict first occurrence of B. cockerelli in potato plantings as adults are present as soon cotyledons break through the soil. Therefore, we suggest integrating the degree day model into current B. cockerelli management practices using a two-phase method. Phase 1 occurs from potato planting through to the first peak in a B. cockerelli field population, which is managed using current practices. Phase 2 begins with the first B. cockerelli population peak and the degree day model is initiated to predict the subsequent population peaks, thus providing growers a tool to proactively manage this pest.","Lewis, O. M., Michels, G. J., Pierson, E. A., et al.",2015,A predictive degree day model for the development of Bactericera cockerelli (Hemiptera: Triozidae) infesting Solanum tuberosum,Environmental Entomology,44.4,1201-1209,Hemiptera,Triozidae,Bactericera,cockerelli,2.625,Body,Averaged:2.5-2.75,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-6,37,herb,Y,N,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.45643#sec-19,0,Included
81,3,Bactrocera carambolae,Lab,NA,12.4427,12.4427,11.18806,11.60413,25.1332,161.8385,184.2978,371.2695,,,,Thailand,13.03884235,101.4903096,14.8519827,8.29300480000001,,Artificial food,AF,AF,AF,AF,NA,"Members of the Bactrocera dorsalis Hendel (Diptera: Tephritidae) complex constitute well-recognized destructive pests of fruits in peninsular Thailand. The development and survival of immature stages of the carambola fruit fly, Bactrocera carambolae Drew & Hancock, and the Asian papaya fruit fly, Bactrocera papayae Drew & Hancock, were compared at six constant temperatures of 15, 20, 25, 27, 30, and 35°C, 70 ± 5% relative humidity, and a photoperiod of 12:12 (L:D). The objectives were to determine the effect of temperature on the developmental stages for optimizing rearing and to understand the geographical pattern of occurrence of these fruit fly species. A strong and positive linear relationship was observed between temperature and developmental rate of immature stages of B. carambolae. Similarly, a strong and positive linear relationship was observed between temperature and developmental rate of B. papayae. A temperature summation model was used to estimate the lower threshold temperature and the thermal constant. Bactrocera papayae was significantly faster in development and higher in survival and appeared to be better adapted to low temperatures than B. carambolae, as it exhibited the lowest threshold temperatures at all immature stages. The observed differences in response to various temperatures revealed to some extent the impact of temperature on these species’ distribution in peninsular Thailand and other parts of the world.","Danjuma, S., Thaochan, N., Permkam, S., et al.",2014,"Effect of temperature on the development and survival of immature stages of the carambola fruit fly, Bactrocera carambolae, and the Asian papaya fruit fly, Bactrocera papayae, reared on guava diet",Journal of Insect Science,14.1,126,Diptera,Tephritidae,Bactrocera,carambolae,NA,NA,,,110,both,Y,Y,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.8700#sec-13,1,Included
82,3,Bactrocera correcta,Lab,NA,8.5,8.5,7.6,9.5,26.3,200,166.7,393,,,,"Yuanjiang, Yunnan, China",23.6085268,102.01048895,0.5826852,0.698815100000004,,Artificial food,AF,AF,AF,AF,NA,"The effect of temperature on the development and survival of the guava fruit fly, Bactrocera correcta (Bezzi) (Diptera: Tephritidae) from egg to adult’s pre-ovipositional stage was studied in laboratory under 5 different constant temperatures: 18, 24, 30, 33 and 36°C. The developmental time of the egg, larva and pupa significantly decreased with increasing temperature from 18 to 33°C. The developmental rate of the pre-oviposition stage reached physiological maximum at the higher temperature (36°C). At 18°C, no female oviposited. The survival rate reached maximum at 24 - 33°C and decreased at higher or lower temperature. The lower developmental thresholds, thermal constants and lethal high temperatures for different life stages of the fly were also estimated. The results will be useful for the predicting the fly’s population dynamics and geographical distribution, which would help develop the fly management strategies.","Liu, X. and Ye, H.",2009,Effect of temperature on development and survival of Bactrocera correcta (Diptera: Tephritidae),Science Research Essays,4,467-472,Diptera,Tephritidae,Bactrocera,correcta,5.4,Body,,https://entnemdept.ufl.edu/creatures/fruit/tropical/guava_fruit_fly.htm,12,wood,N,Y,https://entnemdept.ufl.edu/creatures/fruit/tropical/guava_fruit_fly.htm,1,Included
83,1,Bactrocera cucurbitae,Lab,NA,9.06,10.1,6.6,9.4,20.51,103.61,158.26,282.38,,,,"Honolulu, Hawaii",21.32850475,-157.80110475,0.1473777,0.304954100000003,,Wheat,Graminoid,N,Triticum,Poaceae,NA,"The development and survival of eggs, larvae and pupae of Bactrocera cucurbitae, B. dorsalis, B. latifrons and Ceratitis capitata were compared at 5 constant temperatures ranging from 16 to 32 degrees C. Durations of the immature stages of B. cucurbitae, C. capitata, B. dorsalis and B. latifrons ranged from 12.9 to 40, 14.7 to 46.2, 15.4 to 47.1 and 18.2 to 61.6 days, resp., at 32-16 degrees C. Species differed most conspicuously in duration of the egg stage and least conspicuously in duration of the pupal stage. Survivorship data indicated that B. latifrons was adapted to a narrower range of temperatures than the other 3 species. Development thresholds were lower for the larval stage than for the egg and pupal stages for all species. Threshold values for all stages of C. capitata were lower than those for all Bactrocera species. Thermal requirements (degree-days) for development in the pupal stage were greater than those for the egg and larval stages in all species, and the requirements of B. latifrons were greater than those of the other species within each stage. These findings are discussed with respect to commodities treatment research, rearing, control methods using mass-reared insects, and fruit fly temporal and geographical patterns.","Vargas, R. I., W. A. Walsh, et al. ",1996,Survival and development of immature stages of four Hawaiian fruit flies (Diptera: Tephritidae) reared at five constant temperatures. ,Annals of the Entomological Society of America,89,64-69 ,Diptera,Tephritidae,Bactrocera,cucurbitae,7,Body,Averaged:6-8,https://entnemdept.ufl.edu/creatures/fruit/tropical/melon_fly.htm,80,NA,NA,NA,"http://www.extento.hawaii.edu/kbase/crop/Type/bactro_c.htm#:~:text=Melon%20flies%20have%20more%20than,tomatoes%2C%20watermelon%2C%20and%20zucchini.",1,Included
84,1,Bactrocera dorsalis,Lab,NA,8.88,11.8,5.6,9.3,28.64,127.9,183.3,339.84,,,,"Honolulu, Hawaii",21.32850475,-157.80110475,0.1473777,0.304954100000003,,Wheat,Graminoid,N,Triticum,Poaceae,NA,"The development and survival of eggs, larvae and pupae of Bactrocera cucurbitae, B. dorsalis, B. latifrons and Ceratitis capitata were compared at 5 constant temperatures ranging from 16 to 32 degrees C. Durations of the immature stages of B. cucurbitae, C. capitata, B. dorsalis and B. latifrons ranged from 12.9 to 40, 14.7 to 46.2, 15.4 to 47.1 and 18.2 to 61.6 days, resp., at 32-16 degrees C. Species differed most conspicuously in duration of the egg stage and least conspicuously in duration of the pupal stage. Survivorship data indicated that B. latifrons was adapted to a narrower range of temperatures than the other 3 species. Development thresholds were lower for the larval stage than for the egg and pupal stages for all species. Threshold values for all stages of C. capitata were lower than those for all Bactrocera species. Thermal requirements (degree-days) for development in the pupal stage were greater than those for the egg and larval stages in all species, and the requirements of B. latifrons were greater than those of the other species within each stage. These findings are discussed with respect to commodities treatment research, rearing, control methods using mass-reared insects, and fruit fly temporal and geographical patterns.","Vargas, R. I., W. A. Walsh, et al. ",1996,Survival and development of immature stages of four Hawaiian fruit flies (Diptera: Tephritidae) reared at five constant temperatures. ,Annals of the Entomological Society of America,89,64-69 ,Diptera,Tephritidae,Bactrocera,dorsalis,8,Body,,https://entnemdept.ufl.edu/creatures/fruit/tropical/oriental_fruit_fly.htm,300,both,Y,Y,"http://www.extento.hawaii.edu/Kbase/Crop/Type/bactro_d.htm#:~:text=The%20oriental%20fruit%20fly%20attacks,peppers%2C%20persimmon%2C%20and%20tomato.",1,Included
85,3,Bactrocera dorsalis,Lab,NA,9.8,9.4,10.3,10,33.2,123.1,166.5,325.5,,,,"Wufeng, Taichung, Taiwan",24.045465,120.72215605,0.093809999999998,0.148792099999994,,Artificial food,AF,AF,AF,AF,NA,"The oriental fruit fly, Bactrocera dorsalis (Hendel), is a major polyphagous insect pest with a worldwide distribution. The effects of temperature on stage-specific development in B. dorsalis were investigated at eight constant temperatures (13.0 °C, 14.4 °C, 16.2 °C, 19.5 °C, 23.8 °C, 27.7 °C, 31.8 °C and 34.8 °C). B. dorsalis developed successfully from the egg stage to the adult stage at all the tested temperatures, except at the lowest temperatures (13.0 °C and 14.4 °C). Stage-specific lower developmental thresholds and thermal constants were determined using linear regression. The lower and higher temperature threshold (TL and TH, respectively) were estimated using the Sharpe-Schoolfield-Ikemoto model. The lower developmental threshold and thermal constant from egg to adult emergence were 9.8 °C and 325.5 degree-days, respectively. The intrinsic optimum temperatures of the egg, larval, pupal and egg to pupal stage were 20.7 °C, 21.8 °C, 21.1 °C, and 22.4 °C, respectively. The temperature range of the B. dorsalis total immature stage from TL to TH was 20.4 °C (13.8 °C - 34.2 °C). The stage-specific developmental completion of B. dorsalis was determined using a two-parameter Weibull function. The daily adult emergence frequency of B. dorsalis was estimated in relation to adult age and temperature using non-linear developmental rate functions and the Weibull function. The date of cumulative 50% adult emergence estimated using non-linear functions was approximately one day earlier than the experimentally observed date. Thermal performance was compared among B. dorsalis populations from different locations.","Samayoa, A. C., Choi, K. S., Wang, Y. S., et al.",2018,Thermal effects on the development of Bactrocera dorsalis (Hendel)(Diptera: Tephritidae) and model validation in Taiwan,Phytoparasitica,46,365-376,Diptera,Tephritidae,Bactrocera,dorsalis,8,Body,,https://entnemdept.ufl.edu/creatures/fruit/tropical/oriental_fruit_fly.htm,300,both,Y,Y,"http://www.extento.hawaii.edu/Kbase/Crop/Type/bactro_d.htm#:~:text=The%20oriental%20fruit%20fly%20attacks,peppers%2C%20persimmon%2C%20and%20tomato.",1,Included
86,1,Bactrocera latifrons,Lab,NA,9.2,10.9,6,9.4,49.19,147,197.63,393.82,,,,"Honolulu, Hawaii",21.32850475,-157.80110475,0.1473777,0.304954100000003,,Wheat,Graminoid,N,Triticum,Poaceae,NA,"The development and survival of eggs, larvae and pupae of Bactrocera cucurbitae, B. dorsalis, B. latifrons and Ceratitis capitata were compared at 5 constant temperatures ranging from 16 to 32 degrees C. Durations of the immature stages of B. cucurbitae, C. capitata, B. dorsalis and B. latifrons ranged from 12.9 to 40, 14.7 to 46.2, 15.4 to 47.1 and 18.2 to 61.6 days, resp., at 32-16 degrees C. Species differed most conspicuously in duration of the egg stage and least conspicuously in duration of the pupal stage. Survivorship data indicated that B. latifrons was adapted to a narrower range of temperatures than the other 3 species. Development thresholds were lower for the larval stage than for the egg and pupal stages for all species. Threshold values for all stages of C. capitata were lower than those for all Bactrocera species. Thermal requirements (degree-days) for development in the pupal stage were greater than those for the egg and larval stages in all species, and the requirements of B. latifrons were greater than those of the other species within each stage. These findings are discussed with respect to commodities treatment research, rearing, control methods using mass-reared insects, and fruit fly temporal and geographical patterns.","Vargas, R. I., W. A. Walsh, et al. ",1996,Survival and development of immature stages of four Hawaiian fruit flies (Diptera: Tephritidae) reared at five constant temperatures. ,Annals of the Entomological Society of America,89,64-69 ,Diptera,Tephritidae,Bactrocera,latifrons,8.47,Body,1/3inch,http://www.hear.org/species/bactrocera_latifrons/,15,both,Y,Y,CABI,1,Included
87,2,Bactrocera minax,Lab,NA,,,,11.9,,,447.3,,,,Hubei population; Two populations were collected from and developed in different host species.,"Yichang, Hubei, China",30.76347545,111.16539535,1.6358191,1.8302721,,Citrus unshiu,N,Shrub/Tree,Citrus,Rutaceae,Fruit,"The lower developmental threshold (LDT) and the number of developmental degree days (DDs) are fundamental parameters used to build phenology models that can be used to predict the timing of biological events during insect development. The Chinese citrus fly, Bactrocera minax (Enderlein) (Diptera: Tephritidae) is one of the most destructive citrus pest in China and Bhutan. This species overwinters as diapausing pupae in the soil before emerging as adults in the spring. In this study, B. minax collected from three representative geographical populations in China (Guizhou, Hubei, and Shaanxi) was used to conduct LDT experiments under laboratory conditions. Emergence data collected from pupae exposed to 10 constant temperatures was used to estimate the LDT and DDs required to complete pupal development for the three populations. The results show that LDT and DDs values for the Hubei and Shaanxi population are 11.9�C, 447.3 DDs and 11.5�C, 511.3 DDs, respectively. However, the geographic variation in pupal developmental rates was not statistically significant between the two populations. In addition, the Guizhou population was identified as a mixture of B. minax and B. tsuneonis (Miyake). The LDT and DDs values for the Hubei and Shaanxi populations obtained in this study can be used to predict adult emergence of naturally occurring field populations of B. minax within the majority of the citrus-growing production areas of China. These data can also be used in models to predict the risk of establishment of this species in the United States or other citrus-growing regions.","Ma, X. L., Suiter, K. A., Chen, Z. Z., et al.",2019,Estimation of lower developmental threshold and degree days for pupal development of different geographical populations of Chinese citrus fly (Diptera: Tephritidae) in China,Journal of Economic Entomology,122.3,1162-1166,Diptera,Tephritidae,Bactrocera,minax,9,ForeWing,Subgenus data,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.8726#sec-5,9,wood,N,Y,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.8726#sec-19,1,Included
88,2,Bactrocera minax,Lab,NA,,,,11.9,,,447.3,,,,Hubei population; Two populations were collected from and developed in different host species.,"Yichang, Hubei, China",30.76347545,111.16539535,1.6358191,1.8302721,,Citrus unshiu,N,Shrub/Tree,Citrus,Rutaceae,Fruit,"The lower developmental threshold (LDT) and the number of developmental degree days (DDs) are fundamental parameters used to build phenology models that can be used to predict the timing of biological events during insect development. The Chinese citrus fly, Bactrocera minax (Enderlein) (Diptera: Tephritidae) is one of the most destructive citrus pest in China and Bhutan. This species overwinters as diapausing pupae in the soil before emerging as adults in the spring. In this study, B. minax collected from three representative geographical populations in China (Guizhou, Hubei, and Shaanxi) was used to conduct LDT experiments under laboratory conditions. Emergence data collected from pupae exposed to 10 constant temperatures was used to estimate the LDT and DDs required to complete pupal development for the three populations. The results show that LDT and DDs values for the Hubei and Shaanxi population are 11.9�C, 447.3 DDs and 11.5�C, 511.3 DDs, respectively. However, the geographic variation in pupal developmental rates was not statistically significant between the two populations. In addition, the Guizhou population was identified as a mixture of B. minax and B. tsuneonis (Miyake). The LDT and DDs values for the Hubei and Shaanxi populations obtained in this study can be used to predict adult emergence of naturally occurring field populations of B. minax within the majority of the citrus-growing production areas of China. These data can also be used in models to predict the risk of establishment of this species in the United States or other citrus-growing regions.","Ma, X. L., Suiter, K. A., Chen, Z. Z., et al.",2019,Estimation of lower developmental threshold and degree days for pupal development of different geographical populations of Chinese citrus fly (Diptera: Tephritidae) in China,Journal of Economic Entomology,122.3,1162-1166,Diptera,Tephritidae,Bactrocera,minax,9,ForeWing,Subgenus data,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.8726#sec-5,9,wood,N,Y,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.8726#sec-19,1,Included
89,3,Bactrocera oleae,Lab,NA,,,,,380.8,,,,,,,"Davis, California, USA",38.5552281,-121.73482165,0.040645400000003,0.118310699999995,,Olive,N,Shrub/Tree,Olea,Oleaceae,Fruit,"Long-term separation of a host from its native parasitoids may result in divergent thermal adaptation between host and parasitoid. The olive fruit fly, Bactrocera oleae (Rossi), most likely originated from Sub-Saharan Africa, but has since had a long invasion history in cultivated olives that spans geographical barriers and continents. This study compared three major thermal performance profiles (development, survival, and reproduction) across a wide range of temperatures (10–34 °C) among a Californian population of the olive fruit fly and two African parasitoids, Psyttalia lounsburyi (Silvestri) and Psyttalia humilis (Silvestri), believed to have co-adapted with the fruit fly in its native range. Temperature ranges for the development and survival were 10–30 °C for the fly, 10–28 °C for P. lounsburyi, and 14–32 °C for P. humilis. There was no difference in any thermal performance measured between two P. humilis populations (Kenya and Namibia) tested. The most suitable temperature ranges for reproduction were 22–30 °C for the fly, 18–32 °C for P. humilis, and 18–26 °C for P. lounsburyi. The results showed slight differences in the thermal profiles among olive fruit fly and both parasitoids species, with P. humilis being more heat tolerant whereas P. lounsburyi was less heat tolerant than the fruit fly. The results are discussed with respect to thermal co-adaptation and classical biological control of the olive fruit fly.","Wang, X. G., Levy, K., Son, Y., et al.",2012,Comparison of the thermal performance between a population of the olive fruit fly and its co-adapted parasitoids,Biological Control ,60.3,247-254,Diptera,Tephritidae,Bactrocera,oleae,5,Body,,https://entnemdept.ufl.edu/creatures/fruit/tropical/olive_fruit_fly.htm,1,wood,N,Y,"https://edis.ifas.ufl.edu/publication/IN270#:~:text=The%20olive%20fruit%20fly%2C%20Bactrocera,cultivated%20olive%20(Nardi%20et%20al.",1,Included
90,2,Bactrocera oleae,Lab,NA,8.94,7.8,,9.25,55.17,,183.47,360.36,,,"Only read abstract and tables, main texts in Arabic","Kallaj, Qazvin, Iran",36.7065298,49.2588187,0.039999999999999,0.039999999999999,,NA,NA,NA,NA,NA,NA,"Olive fruit fly, Bactrocera oleae (Rossi) (Dip: Tephritidae), is one of the most important and main pests that attack olives  around the world, especially in Mediterranean countries. The fly larvae  seriously reduces olive production, and in some successful years due to the favorable weather conditions, they cause high economic damage to olives. This pest typically reduces the measurable quantity and superior quality of canned olives as well as olive oil after attacking olive fruits. In this study, the desired effect of specific temperatures was studied as the key environmental factor undoubtedly affecting the continuous growth of olive fruit flies. Development time of incubation period for egg,  larva, pupal stage, as well as total immature stages of the olive fruit fly were recorded in temperatures ranging 10-30°C, 60-70% RH, and a photoperiod of  16: 8 h (L:D). Based on the ANOVA, the specific temperature along the growth period inevitably affected significantly developmental time of the olive fruit fly at 5% probability level and the increase in temperature allegedly followed a decrease in developmental time. Degree-Day and Ikemoto linear models were used to describe temperature-dependent development of the olive fruit fly. Based on the obtained results in Siahpoush, Qushchi and Kallaj regions, the heat requirements for embryonic development of eggs were obtained 63.45, 71.28 and 63.68 days-degrees, for the egg+ larva stage were 209.18, 215.83 and 159.68 days-degrees, pupae stage were obtained 159.44, 183.15 and 175.55 days-degrees and the total immature stages were 348.51, 396.94 and 338.40 days-degrees, respectively, using Ikemoto model. In addition, the low threshold temperature of growth which estimated using Ikemoto linear model for the points mentioned were as follow: for embryonic developmental stages of eggs were 6.67, 6.33 and 6.71°C, for the egg + larva stage were 8.04, 6.96 and 9.43°C, for pupa stage were 9.72, 9.35 and 9.45°C and for the total immature stages were 9.31, 8.41 and 9.39°C, respectively.","Mohammadipour, A., Gharakhani, G. H., Ranjbar Aghdam, H., et al.",2022,Estimation of the lower temperature threshold and thermal requirement of olive fruit fly Bactrocera oleae Rossi. (Dip: Tephritidae) using Degree-Day and Ikemoto linear models,Journal of Entomological Society of Iran,41.4,301-319,Diptera,Tephritidae,Bactrocera,oleae,5,Body,,https://entnemdept.ufl.edu/creatures/fruit/tropical/olive_fruit_fly.htm,1,wood,N,Y,"https://edis.ifas.ufl.edu/publication/IN270#:~:text=The%20olive%20fruit%20fly%2C%20Bactrocera,cultivated%20olive%20(Nardi%20et%20al.",1,Included
